trajectory_index,task_id,task_group,website,correctness_score_field,score_key_used,score_value,correct,steps,tool_calls_count,total_reward,score,reward,episode_reward,return
147,email_user_query_1103,email_user_query,email,total_reward,score,2.75,True,8,"{'computer_use:left_click': 4, 'computer_use:type': 3, 'computer_use:terminate': 1}",,2.75,,,
148,email_user_query_1103,email_user_query,email,total_reward,score,4.0,True,5,"{'computer_use:left_click': 1, 'computer_use:type': 3, 'computer_use:terminate': 1}",,4.0,,,
149,calendar_user_query_1685,calendar_user_query,calendar,total_reward,score,0.875,False,1,{'computer_use:terminate': 1},,0.875,,,
150,calendar_user_query_1685,calendar_user_query,calendar,total_reward,score,2.957894736842105,True,19,"{'computer_use:left_click': 15, 'computer_use:web_search': 1, 'computer_use:visit_url': 1, 'computer_use:key': 1, 'computer_use:terminate': 1}",,2.957894736842105,,,
151,calendar_user_query_1442,calendar_user_query,calendar,total_reward,score,3.55,True,4,"{'computer_use:left_click': 1, 'computer_use:scroll': 2, 'computer_use:terminate': 1}",,3.55,,,
152,calendar_user_query_1442,calendar_user_query,calendar,total_reward,score,2.357142857142857,True,8,"{'computer_use:pause_and_memorize_fact': 1, 'computer_use:left_click': 3, 'computer_use:scroll': 3, 'computer_use:terminate': 1}",,2.357142857142857,,,
153,calendar_user_query_1774,calendar_user_query,calendar,total_reward,score,0.8,False,6,"{'computer_use:left_click': 4, 'computer_use:pause_and_memorize_fact': 1, 'computer_use:web_search': 1}",,0.8,,,
154,calendar_user_query_1774,calendar_user_query,calendar,total_reward,score,1.0877192982456139,False,19,"{'computer_use:left_click': 8, 'computer_use:scroll': 2, 'computer_use:web_search': 5, 'computer_use:visit_url': 1, 'computer_use:history_back': 2, 'computer_use:terminate': 1}",,1.0877192982456139,,,
155,email_user_query_1352,email_user_query,email,total_reward,score,2.1666666666666665,True,3,"{'computer_use:left_click': 1, 'computer_use:type': 1, 'computer_use:terminate': 1}",,2.1666666666666665,,,
156,email_user_query_1352,email_user_query,email,total_reward,score,4.0,True,2,"{'computer_use:type': 1, 'computer_use:terminate': 1}",,4.0,,,
157,email_user_query_1352,email_user_query,email,total_reward,score,0.0,False,3,"{'computer_use:left_click': 1, 'computer_use:type': 1, 'computer_use:terminate': 1}",,0.0,,,
158,uber_user_query_436,uber_user_query,uber,total_reward,score,0.35384615384615387,False,15,"{'computer_use:left_click': 2, 'computer_use:type': 5, 'computer_use:web_search': 2, 'computer_use:history_back': 2, 'computer_use:visit_url': 3, 'computer_use:terminate': 1}",,0.35384615384615387,,,
159,uber_user_query_436,uber_user_query,uber,total_reward,score,1.5,False,30,"{'computer_use:type': 2, 'computer_use:left_click': 14, 'computer_use:wait': 8, 'computer_use:mouse_move': 1, 'computer_use:scroll': 2, 'computer_use:visit_url': 3}",,1.5,,,
160,uber_user_query_807,uber_user_query,uber,total_reward,score,0.20512820512820512,False,26,"{'computer_use:web_search': 22, 'computer_use:history_back': 2, 'computer_use:visit_url': 1, 'computer_use:terminate': 1}",,0.20512820512820512,,,
161,uber_user_query_807,uber_user_query,uber,total_reward,score,0.7142857142857143,False,7,"{'computer_use:web_search': 6, 'computer_use:visit_url': 1}",,0.7142857142857143,,,
162,uber_user_query_807,uber_user_query,uber,total_reward,score,1.0,False,3,"{'computer_use:web_search': 2, 'computer_use:terminate': 1}",,1.0,,,
163,uber_user_query_807,uber_user_query,uber,total_reward,score,1.5,False,6,"{'computer_use:web_search': 4, 'computer_use:history_back': 1, 'computer_use:terminate': 1}",,1.5,,,
164,uber_user_query_807,uber_user_query,uber,total_reward,score,0.4666666666666667,False,30,"{'computer_use:web_search': 29, 'computer_use:history_back': 1}",,0.4666666666666667,,,
165,calendar_user_query_1422,calendar_user_query,calendar,total_reward,score,2.857142857142857,True,15,"{'computer_use:left_click': 10, 'computer_use:type': 4, 'computer_use:terminate': 1}",,2.857142857142857,,,
166,calendar_user_query_1243,calendar_user_query,calendar,total_reward,score,0.0,False,15,"{'computer_use:type': 2, 'computer_use:left_click': 12, 'computer_use:terminate': 1}",,0.0,,,
167,calendar_user_query_1243,calendar_user_query,calendar,total_reward,score,3.0,True,3,"{'computer_use:left_click': 1, 'computer_use:pause_and_memorize_fact': 1, 'computer_use:terminate': 1}",,3.0,,,
168,calendar_user_query_587,calendar_user_query,calendar,total_reward,score,4.0,True,1,{'computer_use:terminate': 1},,4.0,,,
169,calendar_user_query_587,calendar_user_query,calendar,total_reward,score,3.3333333333333335,True,3,"{'computer_use:pause_and_memorize_fact': 1, 'computer_use:left_click': 1, 'computer_use:terminate': 1}",,3.3333333333333335,,,
170,calendar_user_query_587,calendar_user_query,calendar,total_reward,score,2.0,True,1,{'computer_use:terminate': 1},,2.0,,,
171,email_user_query_1354,email_user_query,email,total_reward,score,0.875,False,8,"{'computer_use:left_click': 7, 'computer_use:terminate': 1}",,0.875,,,
172,email_user_query_1354,email_user_query,email,total_reward,score,3.75,True,5,"{'computer_use:left_click': 3, 'computer_use:key': 1, 'computer_use:terminate': 1}",,3.75,,,
173,calendar_user_query_85,calendar_user_query,calendar,total_reward,score,3.0,True,3,"{'computer_use:type': 1, 'computer_use:pause_and_memorize_fact': 1, 'computer_use:terminate': 1}",,3.0,,,
174,email_user_query_1281,email_user_query,email,total_reward,score,1.55,False,10,"{'computer_use:left_click': 4, 'computer_use:history_back': 1, 'computer_use:key': 3, 'computer_use:visit_url': 1, 'computer_use:terminate': 1}",,1.55,,,
175,email_user_query_1281,email_user_query,email,total_reward,score,0.0,False,17,"{'computer_use:left_click': 8, 'computer_use:key': 8, 'computer_use:terminate': 1}",,0.0,,,
176,email_user_query_1281,email_user_query,email,total_reward,score,1.3611111111111112,False,9,"{'computer_use:left_click': 5, 'computer_use:web_search': 2, 'computer_use:visit_url': 1, 'computer_use:terminate': 1}",,1.3611111111111112,,,
177,email_user_query_1281,email_user_query,email,total_reward,score,2.75,True,8,"{'computer_use:left_click': 6, 'computer_use:key': 1, 'computer_use:terminate': 1}",,2.75,,,
178,email_user_query_1281,email_user_query,email,total_reward,score,3.2857142857142856,True,7,"{'computer_use:left_click': 4, 'computer_use:key': 2, 'computer_use:terminate': 1}",,3.2857142857142856,,,
179,email_user_query_905,email_user_query,email,total_reward,score,0.0,False,5,"{'computer_use:type': 1, 'computer_use:left_click': 3, 'computer_use:key': 1}",,0.0,,,
180,calendar_user_query_217,calendar_user_query,calendar,total_reward,score,2.2,True,5,"{'computer_use:left_click': 3, 'computer_use:pause_and_memorize_fact': 1, 'computer_use:terminate': 1}",,2.2,,,
181,calendar_user_query_217,calendar_user_query,calendar,total_reward,score,0.5,False,1,{'computer_use:terminate': 1},,0.5,,,
182,email_user_query_1103,email_user_query,email,total_reward,score,1.6666666666666665,False,6,"{'computer_use:left_click': 2, 'computer_use:type': 3, 'computer_use:terminate': 1}",,1.6666666666666665,,,
183,calendar_user_query_1685,calendar_user_query,calendar,total_reward,score,0.0,False,14,"{'computer_use:left_click': 9, 'computer_use:mouse_move': 3, 'computer_use:key': 1, 'computer_use:terminate': 1}",,0.0,,,
184,calendar_user_query_1685,calendar_user_query,calendar,total_reward,score,2.25,True,12,"{'computer_use:left_click': 10, 'computer_use:mouse_move': 1, 'computer_use:terminate': 1}",,2.25,,,
185,calendar_user_query_1685,calendar_user_query,calendar,total_reward,score,1.9615384615384617,False,13,"{'computer_use:left_click': 7, 'computer_use:scroll': 1, 'computer_use:pause_and_memorize_fact': 4, 'computer_use:terminate': 1}",,1.9615384615384617,,,
186,calendar_user_query_1774,calendar_user_query,calendar,total_reward,score,0.5142857142857142,False,14,"{'computer_use:left_click': 4, 'computer_use:scroll': 5, 'computer_use:web_search': 4, 'computer_use:terminate': 1}",,0.5142857142857142,,,
187,calendar_user_query_1774,calendar_user_query,calendar,total_reward,score,0.0,False,21,"{'computer_use:left_click': 8, 'computer_use:web_search': 7, 'computer_use:visit_url': 6}",,0.0,,,
188,email_user_query_1352,email_user_query,email,total_reward,score,4.0,True,2,"{'computer_use:type': 1, 'computer_use:terminate': 1}",,4.0,,,
189,uber_user_query_436,uber_user_query,uber,total_reward,score,2.3214285714285716,True,28,"{'computer_use:type': 3, 'computer_use:left_click': 15, 'computer_use:visit_url': 1, 'computer_use:mouse_move': 1, 'computer_use:scroll': 1, 'computer_use:wait': 6, 'computer_use:terminate': 1}",,2.3214285714285716,,,
190,uber_user_query_436,uber_user_query,uber,total_reward,score,3.744565217391304,True,23,"{'computer_use:type': 2, 'computer_use:left_click': 12, 'computer_use:wait': 5, 'computer_use:mouse_move': 1, 'computer_use:scroll': 2, 'computer_use:terminate': 1}",,3.744565217391304,,,
191,uber_user_query_436,uber_user_query,uber,total_reward,score,1.1296296296296298,False,27,"{'computer_use:type': 2, 'computer_use:left_click': 12, 'computer_use:history_back': 2, 'computer_use:visit_url': 3, 'computer_use:scroll': 1, 'computer_use:web_search': 5, 'computer_use:pause_and_memorize_fact': 1, 'computer_use:terminate': 1}",,1.1296296296296298,,,
192,uber_user_query_807,uber_user_query,uber,total_reward,score,0.36666666666666664,False,30,"{'computer_use:web_search': 24, 'computer_use:visit_url': 5, 'computer_use:left_click': 1}",,0.36666666666666664,,,
193,uber_user_query_807,uber_user_query,uber,total_reward,score,1.0119047619047619,False,21,"{'computer_use:web_search': 17, 'computer_use:visit_url': 3, 'computer_use:terminate': 1}",,1.0119047619047619,,,
194,calendar_user_query_1422,calendar_user_query,calendar,total_reward,score,0.39166666666666666,False,30,"{'computer_use:left_click': 23, 'computer_use:type': 1, 'computer_use:scroll': 5, 'computer_use:mouse_move': 1}",,0.39166666666666666,,,
195,calendar_user_query_1243,calendar_user_query,calendar,total_reward,score,1.8333333333333335,False,12,"{'computer_use:left_click': 10, 'computer_use:scroll': 1, 'computer_use:terminate': 1}",,1.8333333333333335,,,
196,calendar_user_query_1243,calendar_user_query,calendar,total_reward,score,0.0,False,1,{'computer_use:terminate': 1},,0.0,,,
197,calendar_user_query_1243,calendar_user_query,calendar,total_reward,score,0.0,False,9,"{'computer_use:left_click': 8, 'computer_use:terminate': 1}",,0.0,,,
198,calendar_user_query_587,calendar_user_query,calendar,total_reward,score,3.75,True,4,"{'computer_use:left_click': 1, 'computer_use:scroll': 2, 'computer_use:terminate': 1}",,3.75,,,
199,calendar_user_query_587,calendar_user_query,calendar,total_reward,score,4.0,True,1,{'computer_use:terminate': 1},,4.0,,,
200,email_user_query_1354,email_user_query,email,total_reward,score,4.0,True,2,"{'computer_use:left_click': 1, 'computer_use:terminate': 1}",,4.0,,,
201,email_user_query_1354,email_user_query,email,total_reward,score,2.3333333333333335,True,4,"{'computer_use:left_click': 3, 'computer_use:terminate': 1}",,2.3333333333333335,,,
202,calendar_user_query_85,calendar_user_query,calendar,total_reward,score,2.3333333333333335,True,3,"{'computer_use:left_click': 1, 'computer_use:type': 1, 'computer_use:terminate': 1}",,2.3333333333333335,,,
203,calendar_user_query_85,calendar_user_query,calendar,total_reward,score,2.25,True,4,"{'computer_use:pause_and_memorize_fact': 2, 'computer_use:left_click': 1, 'computer_use:terminate': 1}",,2.25,,,
204,email_user_query_1281,email_user_query,email,total_reward,score,0.0,False,5,"{'computer_use:left_click': 3, 'computer_use:type': 1, 'computer_use:terminate': 1}",,0.0,,,
205,email_user_query_905,email_user_query,email,total_reward,score,0.0,False,0,{},,0.0,,,
206,calendar_user_query_217,calendar_user_query,calendar,total_reward,score,1.7083333333333333,False,6,"{'computer_use:left_click': 4, 'computer_use:mouse_move': 1, 'computer_use:terminate': 1}",,1.7083333333333333,,,
207,email_user_query_1103,email_user_query,email,total_reward,score,2.6666666666666665,True,6,"{'computer_use:left_click': 2, 'computer_use:type': 3, 'computer_use:terminate': 1}",,2.6666666666666665,,,
208,calendar_user_query_1685,calendar_user_query,calendar,total_reward,score,0.0,False,19,"{'computer_use:left_click': 13, 'computer_use:type': 3, 'computer_use:visit_url': 2, 'computer_use:terminate': 1}",,0.0,,,
209,calendar_user_query_1685,calendar_user_query,calendar,total_reward,score,1.075,False,10,"{'computer_use:left_click': 5, 'computer_use:pause_and_memorize_fact': 1, 'computer_use:visit_url': 1, 'computer_use:key': 2, 'computer_use:terminate': 1}",,1.075,,,
210,calendar_user_query_1685,calendar_user_query,calendar,total_reward,score,3.75,True,4,"{'computer_use:left_click': 1, 'computer_use:mouse_move': 1, 'computer_use:key': 1, 'computer_use:terminate': 1}",,3.75,,,
211,calendar_user_query_1442,calendar_user_query,calendar,total_reward,score,3.0,True,3,"{'computer_use:left_click': 1, 'computer_use:scroll': 1, 'computer_use:terminate': 1}",,3.0,,,
212,calendar_user_query_1442,calendar_user_query,calendar,total_reward,score,2.0,True,3,"{'computer_use:left_click': 1, 'computer_use:type': 1, 'computer_use:terminate': 1}",,2.0,,,
213,calendar_user_query_1442,calendar_user_query,calendar,total_reward,score,1.380952380952381,False,6,"{'computer_use:pause_and_memorize_fact': 1, 'computer_use:scroll': 4, 'computer_use:terminate': 1}",,1.380952380952381,,,
214,calendar_user_query_1442,calendar_user_query,calendar,total_reward,score,2.5,True,8,"{'computer_use:left_click': 6, 'computer_use:scroll': 1, 'computer_use:terminate': 1}",,2.5,,,
215,calendar_user_query_1774,calendar_user_query,calendar,total_reward,score,3.0,True,9,"{'computer_use:left_click': 3, 'computer_use:scroll': 2, 'computer_use:pause_and_memorize_fact': 1, 'computer_use:web_search': 2, 'computer_use:terminate': 1}",,3.0,,,
216,calendar_user_query_1774,calendar_user_query,calendar,total_reward,score,1.0666666666666667,False,15,"{'computer_use:left_click': 3, 'computer_use:history_back': 3, 'computer_use:web_search': 7, 'computer_use:visit_url': 2}",,1.0666666666666667,,,
217,calendar_user_query_1774,calendar_user_query,calendar,total_reward,score,0.5833333333333333,False,9,"{'computer_use:left_click': 4, 'computer_use:scroll': 2, 'computer_use:web_search': 2, 'computer_use:terminate': 1}",,0.5833333333333333,,,
218,calendar_user_query_1774,calendar_user_query,calendar,total_reward,score,1.65,False,20,"{'computer_use:left_click': 8, 'computer_use:scroll': 11, 'computer_use:terminate': 1}",,1.65,,,
219,email_user_query_1352,email_user_query,email,total_reward,score,4.0,True,2,"{'computer_use:type': 1, 'computer_use:terminate': 1}",,4.0,,,
220,uber_user_query_436,uber_user_query,uber,total_reward,score,2.375,True,16,"{'computer_use:type': 2, 'computer_use:left_click': 8, 'computer_use:wait': 2, 'computer_use:mouse_move': 1, 'computer_use:scroll': 2, 'computer_use:terminate': 1}",,2.375,,,
221,uber_user_query_436,uber_user_query,uber,total_reward,score,0.0,False,30,"{'computer_use:type': 4, 'computer_use:left_click': 17, 'computer_use:wait': 4, 'computer_use:mouse_move': 1, 'computer_use:key': 4}",,0.0,,,
222,uber_user_query_436,uber_user_query,uber,total_reward,score,1.0833333333333335,False,30,"{'computer_use:type': 2, 'computer_use:left_click': 17, 'computer_use:history_back': 1, 'computer_use:scroll': 3, 'computer_use:wait': 1, 'computer_use:key': 4, 'computer_use:mouse_move': 1, 'computer_use:visit_url': 1}",,1.0833333333333335,,,
223,uber_user_query_436,uber_user_query,uber,total_reward,score,2.75,True,20,"{'computer_use:type': 3, 'computer_use:left_click': 11, 'computer_use:wait': 3, 'computer_use:mouse_move': 1, 'computer_use:scroll': 1, 'computer_use:terminate': 1}",,2.75,,,
224,uber_user_query_807,uber_user_query,uber,total_reward,score,1.0882352941176472,False,17,"{'computer_use:web_search': 14, 'computer_use:visit_url': 2, 'computer_use:terminate': 1}",,1.0882352941176472,,,
225,calendar_user_query_1422,calendar_user_query,calendar,total_reward,score,2.5384615384615383,True,13,"{'computer_use:left_click': 9, 'computer_use:type': 3, 'computer_use:terminate': 1}",,2.5384615384615383,,,
226,calendar_user_query_1422,calendar_user_query,calendar,total_reward,score,1.0166666666666666,False,20,"{'computer_use:left_click': 10, 'computer_use:scroll': 1, 'computer_use:type': 2, 'computer_use:web_search': 2, 'computer_use:visit_url': 4, 'computer_use:terminate': 1}",,1.0166666666666666,,,
227,calendar_user_query_1243,calendar_user_query,calendar,total_reward,score,1.2666666666666666,False,30,"{'computer_use:left_click': 24, 'computer_use:key': 2, 'computer_use:visit_url': 4}",,1.2666666666666666,,,
228,calendar_user_query_1243,calendar_user_query,calendar,total_reward,score,2.25,True,8,"{'computer_use:scroll': 5, 'computer_use:left_click': 2, 'computer_use:terminate': 1}",,2.25,,,
229,calendar_user_query_1243,calendar_user_query,calendar,total_reward,score,0.0,False,23,"{'computer_use:left_click': 9, 'computer_use:type': 3, 'computer_use:visit_url': 2, 'computer_use:scroll': 6, 'computer_use:web_search': 2, 'computer_use:terminate': 1}",,0.0,,,
230,calendar_user_query_587,calendar_user_query,calendar,total_reward,score,1.0,False,1,{'computer_use:terminate': 1},,1.0,,,
231,calendar_user_query_587,calendar_user_query,calendar,total_reward,score,2.3333333333333335,True,3,"{'computer_use:pause_and_memorize_fact': 1, 'computer_use:left_click': 1, 'computer_use:terminate': 1}",,2.3333333333333335,,,
232,email_user_query_1354,email_user_query,email,total_reward,score,1.7,False,5,"{'computer_use:left_click': 4, 'computer_use:terminate': 1}",,1.7,,,
233,email_user_query_1354,email_user_query,email,total_reward,score,3.5,True,4,"{'computer_use:left_click': 3, 'computer_use:terminate': 1}",,3.5,,,
234,email_user_query_1281,email_user_query,email,total_reward,score,3.125,True,12,"{'computer_use:left_click': 10, 'computer_use:key': 1, 'computer_use:terminate': 1}",,3.125,,,
235,email_user_query_1281,email_user_query,email,total_reward,score,0.0,False,4,"{'computer_use:left_click': 3, 'computer_use:terminate': 1}",,0.0,,,
236,email_user_query_905,email_user_query,email,total_reward,score,2.0,True,1,{'computer_use:terminate': 1},,2.0,,,
237,email_user_query_905,email_user_query,email,total_reward,score,3.0,True,1,{'computer_use:terminate': 1},,3.0,,,
238,email_user_query_905,email_user_query,email,total_reward,score,0.8,False,1,{'computer_use:terminate': 1},,0.8,,,
239,email_user_query_905,email_user_query,email,total_reward,score,0.0,False,1,{'computer_use:terminate': 1},,0.0,,,
240,email_user_query_21,email_user_query,email,total_reward,score,2.6666666666666665,True,6,"{'computer_use:left_click': 2, 'computer_use:pause_and_memorize_fact': 2, 'computer_use:type': 1, 'computer_use:terminate': 1}",,2.6666666666666665,,,
241,email_user_query_21,email_user_query,email,total_reward,score,0.65,False,10,"{'computer_use:left_click': 2, 'computer_use:web_search': 4, 'computer_use:visit_url': 3, 'computer_use:terminate': 1}",,0.65,,,
242,email_user_query_21,email_user_query,email,total_reward,score,1.2727272727272727,False,22,"{'computer_use:left_click': 3, 'computer_use:type': 2, 'computer_use:pause_and_memorize_fact': 1, 'computer_use:web_search': 7, 'computer_use:scroll': 1, 'computer_use:visit_url': 7, 'computer_use:terminate': 1}",,1.2727272727272727,,,
243,email_user_query_21,email_user_query,email,total_reward,score,1.0,False,27,"{'computer_use:left_click': 1, 'computer_use:web_search': 18, 'computer_use:history_back': 4, 'computer_use:visit_url': 3, 'computer_use:terminate': 1}",,1.0,,,
244,calendar_user_query_217,calendar_user_query,calendar,total_reward,score,0.4375,False,16,"{'computer_use:left_click': 9, 'computer_use:type': 2, 'computer_use:visit_url': 2, 'computer_use:mouse_move': 1, 'computer_use:web_search': 1, 'computer_use:terminate': 1}",,0.4375,,,
245,email_user_query_1103,email_user_query,email,total_reward,score,2.6666666666666665,True,6,"{'computer_use:left_click': 2, 'computer_use:type': 3, 'computer_use:terminate': 1}",,2.6666666666666665,,,
246,email_user_query_1103,email_user_query,email,total_reward,score,3.875,True,8,"{'computer_use:left_click': 4, 'computer_use:type': 3, 'computer_use:terminate': 1}",,3.875,,,
247,calendar_user_query_1685,calendar_user_query,calendar,total_reward,score,0.0,False,12,"{'computer_use:left_click': 10, 'computer_use:pause_and_memorize_fact': 1, 'computer_use:terminate': 1}",,0.0,,,
248,calendar_user_query_1685,calendar_user_query,calendar,total_reward,score,0.6136363636363636,False,12,"{'computer_use:left_click': 8, 'computer_use:pause_and_memorize_fact': 1, 'computer_use:web_search': 1, 'computer_use:history_back': 1, 'computer_use:terminate': 1}",,0.6136363636363636,,,
249,calendar_user_query_1442,calendar_user_query,calendar,total_reward,score,3.75,True,4,"{'computer_use:left_click': 1, 'computer_use:pause_and_memorize_fact': 1, 'computer_use:mouse_move': 1, 'computer_use:terminate': 1}",,3.75,,,
250,calendar_user_query_1774,calendar_user_query,calendar,total_reward,score,2.75,True,4,"{'computer_use:left_click': 3, 'computer_use:terminate': 1}",,2.75,,,
251,calendar_user_query_1774,calendar_user_query,calendar,total_reward,score,0.6607142857142857,False,7,"{'computer_use:left_click': 5, 'computer_use:scroll': 1, 'computer_use:terminate': 1}",,0.6607142857142857,,,
252,calendar_user_query_1774,calendar_user_query,calendar,total_reward,score,1.75,False,4,"{'computer_use:left_click': 3, 'computer_use:terminate': 1}",,1.75,,,
253,email_user_query_1352,email_user_query,email,total_reward,score,4.0,True,3,"{'computer_use:type': 1, 'computer_use:pause_and_memorize_fact': 1, 'computer_use:terminate': 1}",,4.0,,,
254,uber_user_query_436,uber_user_query,uber,total_reward,score,2.5666666666666664,True,18,"{'computer_use:type': 2, 'computer_use:left_click': 11, 'computer_use:wait': 1, 'computer_use:mouse_move': 1, 'computer_use:key': 2, 'computer_use:terminate': 1}",,2.5666666666666664,,,
255,uber_user_query_436,uber_user_query,uber,total_reward,score,0.0,False,30,"{'computer_use:type': 3, 'computer_use:left_click': 20, 'computer_use:wait': 1, 'computer_use:mouse_move': 1, 'computer_use:key': 2, 'computer_use:visit_url': 3}",,0.0,,,
